NRI_ID,STATE,STATEABBRV,COUNTY,AVLN_AFREQ,CFLD_AFREQ,CWAV_AFREQ,DRGT_AFREQ,ERQK_AFREQ,HAIL_AFREQ,HWAV_AFREQ,HRCN_AFREQ,ISTM_AFREQ,LNDS_AFREQ,LTNG_AFREQ,RFLD_AFREQ,SWND_AFREQ,TRND_AFREQ,TSUN_AFREQ,VLCN_AFREQ,WFIR_AFREQ,WNTW_AFREQ
C12095,Florida,FL,Orange,-9999,0,0.375401249,16.01925088,0.000138713,2.353001504,0,0.241912085,-9999,0.009999994,199.2032105,0.333333333,1.133208992,0.744146646,-9999,-9999,0.007345544,0
C12097,Florida,FL,Osceola,-9999,-9999,0.310482164,21.12973054,0.000129951,2.095787491,0,0.25751561,-9999,0.01,158.7509689,0.625,0.980671203,1.08372519,-9999,-9999,0.010037867,0
C12099,Florida,FL,Palm Beach,-9999,2.909927293,0.301258808,13.7714441,0.000115762,1.02018569,0,0.330681425,-9999,0.010198626,182.6325947,1.333333333,1.034743288,1.111847457,-9999,-9999,0.006717242,0
C12101,Florida,FL,Pasco,-9999,3.687,0.184413769,13.49626398,0.000119207,2.105649741,0,0.265156713,-9999,0.010248286,184.567769,1.958333333,1.01714518,0.697233335,-9999,-9999,0.003334944,0
C12103,Florida,FL,Pinellas,-9999,3.687,0.120341922,7.493466668,0.000192959,1.85504368,0,0.334094143,-9999,0.014371764,244.2927217,1.75,0.971771748,0.222107726,-9999,-9999,0.000107771,0
C12105,Florida,FL,Polk,-9999,-9999,0.186984924,15.57530932,0.000110793,2.348075977,0,0.246856869,-9999,0.01,174.9845223,1.583333333,1.055628179,2.028134482,-9999,-9999,0.007869197,0
C12107,Florida,FL,Putnam,-9999,0.81316909,0.062205031,19.81620137,0.000195874,2.360471389,0,0.254261381,-9999,0.01,138.9704932,0.625,1.24431359,0.467467303,-9999,-9999,0.004026922,0
C12109,Florida,FL,St. Johns,-9999,2.919114318,0.064513935,12.62648311,0.000284838,2.034853315,0,0.294504044,-9999,0.010419,140.722772,1.333333333,1.063814892,0.308096309,-9999,-9999,0.001885357,0
C12111,Florida,FL,St. Lucie,-9999,1.110240144,0.324351033,18.11825775,0.000111116,0.967000041,0,0.333546271,-9999,0.010455765,152.3732416,0.458333333,0.624913534,0.280329917,-9999,-9999,0.004005234,0
C12113,Florida,FL,Santa Rosa,-9999,3.762,0,13.72440987,0.000305782,1.36394562,1.0161594,0.279291598,0.083160944,0.011216624,149.5831976,1.416666667,1.876570874,0.567541418,-9999,-9999,0.002234432,0.183970695
C12115,Florida,FL,Sarasota,-9999,3.652889476,0.183929885,9.219466845,9.70E-05,1.458983282,0,0.238787734,-9999,0.010442916,158.5641161,1.25,0.694397726,0.552203858,-9999,-9999,0.003660814,0
C12117,Florida,FL,Seminole,-9999,0,0.382796017,15.07006492,0.000136105,2.165955179,0,0.243718434,-9999,0.01,215.4569009,0.375,1.120865484,0.218765965,-9999,-9999,0.005078651,0
C12119,Florida,FL,Sumter,-9999,-9999,0.124992811,17.9704374,0.000137722,2.52915352,0,0.254469744,-9999,0.01,146.5412452,0.25,1.235242831,0.432118131,-9999,-9999,0.004178037,0
C12121,Florida,FL,Suwannee,-9999,0.012,0.061919505,15.03148312,0.000289623,1.219627264,0,0.207977944,-9999,0.01,102.234062,0.625,0.842422492,0.257084704,-9999,-9999,0.00197271,0.123839009
C12123,Florida,FL,Taylor,-9999,3.752369835,0,7.922922513,0.000245292,0.917792167,0.017414177,0.255682097,-9999,0.01029273,99.99958469,0.625,0.989001823,0.311617852,-9999,-9999,0.000846002,0.081146249
C12125,Florida,FL,Union,-9999,0,0.061919505,19.43297958,0.000299206,1.99371576,0,0.204952004,-9999,0.01,106.9374925,0.291666667,1.088019876,0.12650722,-9999,-9999,0.003633322,0.061919505
C12127,Florida,FL,Volusia,-9999,2.063434337,0.49031369,14.82159474,0.000193334,2.241749745,0,0.270130574,-9999,0.010429036,181.1983988,0.625,1.202939148,0.652517972,-9999,-9999,0.005313971,0
C12129,Florida,FL,Wakulla,-9999,4.543071921,0,10.53631702,0.000256393,0.765380287,0.265799486,0.272033744,-9999,0.010500144,106.3688109,0.625,1.050835469,0.256991983,-9999,-9999,0.0029794,0.123427379
C12131,Florida,FL,Walton,-9999,2.056241284,0,17.80043954,0.000288701,1.001841759,0.231319618,0.25214699,0.039379927,0.010237878,120.9172352,1.333333333,1.567809855,0.716995765,-9999,-9999,0.001201169,0.140789245
C12133,Florida,FL,Washington,-9999,0.012,0,24.8248684,0.000238834,0.930077685,0.309894209,0.230603503,-9999,0.01,111.8674177,0.958333333,1.389828242,0.45548965,-9999,-9999,0.001205264,0.123958787
C13001,Georgia,GA,Appling,-9999,-9999,0.061919505,23.53415327,0.000662676,2.400313345,0.433436533,0.260295485,0.089416076,0.01,75.65772375,0.416666667,1.226926437,0.213737416,-9999,-9999,0.00052389,0.185758514
C13003,Georgia,GA,Atkinson,-9999,-9999,0.061919505,23.83236243,0.000450577,1.784499355,0.433436533,0.279536134,0.01489,0.01,84.60781117,0.25,1.094905465,0.166046683,-9999,-9999,0.000763184,0.247678019
C13005,Georgia,GA,Bacon,-9999,-9999,0.061919505,23.57562953,0.000583321,2.180490986,0.433436533,0.263558887,0.066011171,0.01,84.3576497,0.333333333,1.135964709,0.12527833,-9999,-9999,0.000938703,0.185758514
C13007,Georgia,GA,Baker,-9999,-9999,0,47.14668486,0.000356017,1.445167097,0.185758514,0.20071016,0.097593175,0.01,81.7325877,0.333333333,1.485381231,0.227252507,-9999,-9999,3.30E-05,0.247678019
C13009,Georgia,GA,Baldwin,-9999,-9999,0,50.93806653,0.000579561,3.28101375,0.309597523,0.05169018,0.656912071,0.01,80.36226198,0.416666667,1.444820749,0.123739987,-9999,-9999,1.30E-05,0.371517028
C13011,Georgia,GA,Banks,-9999,-9999,0,46.08059391,0.000591559,5.041373965,0,0.028440304,1.537159478,0.01,58.09215919,0.541666667,1.838465519,0.132366461,-9999,-9999,0.000148977,1.547987616
C13013,Georgia,GA,Barrow,-9999,-9999,0,43.24971056,0.000542391,5.595330039,0.061919505,0.031663966,1.111853568,0.01,74.93916614,0.458333333,1.590136037,0.094992768,-9999,-9999,3.22E-05,0.990712074
C13015,Georgia,GA,Bartow,-9999,-9999,0.123839009,32.68030954,0.00101442,6.201133408,0,0.029220969,0.650970135,0.01,78.23300385,0.75,2.241630624,0.3259367,-9999,-9999,1.84E-05,1.176470588
C13017,Georgia,GA,Ben Hill,-9999,-9999,0,25.89706123,0.00045894,2.157412117,0.123839009,0.187014169,0.193567763,0.01,75.29143229,0.208333333,1.271865536,0.146214688,-9999,-9999,0.000109276,0.309597523
C13019,Georgia,GA,Berrien,-9999,-9999,0,26.35848279,0.000408512,1.734818706,0.123839009,0.265319656,0.01489,0.01,79.23840709,0.208333333,1.313272736,0.242724712,-9999,-9999,0.000286037,0.185758514
C13021,Georgia,GA,Bibb,-9999,-9999,0,45.83309372,0.000463391,2.964860815,0.371517028,0.087016316,0.432628342,0.01,70.81541841,0.708333333,0.877451118,0.139408366,-9999,-9999,1.23E-05,0.371517028
C13023,Georgia,GA,Bleckley,-9999,-9999,0,43.13828324,0.000672857,2.364844989,0.80495356,0.133252653,0.270235115,0.01,71.93819392,0.25,1.050827193,0.116999216,-9999,-9999,1.07E-05,0.247678019
C13025,Georgia,GA,Brantley,-9999,0.01,0.061948504,25.29944786,0.000553877,1.947229723,0.433540979,0.321296057,0.187113632,0.01,106.9980257,0.291666667,0.969475095,0.175185806,-9999,-9999,0.001743489,0.309742518
C13027,Georgia,GA,Brooks,-9999,-9999,0,24.27616099,0.000270177,1.48675765,0.123839009,0.240501755,0.01489,0.01,79.14611103,0.375,1.471046032,0.257063358,-9999,-9999,0.000135747,0.185758514
C13029,Georgia,GA,Bryan,-9999,3.647,0,23.9965224,0.001133555,2.191581903,0.531544401,0.289351527,0.38044227,0.010188653,101.977111,0.333333333,1.294646216,0.140081003,-9999,-9999,0.002024485,0.352721124
C13031,Georgia,GA,Bulloch,-9999,-9999,0,28.28524145,0.001111719,2.517679481,0.557275542,0.24239373,0.569674502,0.01,78.42172719,0.541666667,1.820378555,0.292319094,-9999,-9999,0.000419028,0.371520532
C13033,Georgia,GA,Burke,-9999,-9999,0,40.66424075,0.001023109,2.730362174,0.371517028,0.147308455,1.022582265,0.01,86.08282774,0.208333333,2.850904565,0.39933183,-9999,-9999,9.06E-05,0.557275542
C13035,Georgia,GA,Butts,-9999,-9999,0,59.15953823,0.000440624,5.148456333,0.061919505,0.070130326,0.99761763,0.01,68.36552745,0.208333333,1.164174973,0.109462231,-9999,-9999,2.44E-05,0.495356037
C13037,Georgia,GA,Calhoun,-9999,-9999,0,47.40909091,0.000368297,1.566770714,0.185758514,0.189142225,0.190816621,0.01,80.0266932,0.125,1.463534428,0.217966842,-9999,-9999,2.71E-05,0.247678019
C13039,Georgia,GA,Camden,-9999,3.567580292,0.035904786,22.41034316,0.000579204,1.966696952,0.181607743,0.339462194,0.29971226,0.010721941,124.469925,0.458333333,0.927015902,0.266051997,-9999,-9999,0.003616906,0.302067136
C13043,Georgia,GA,Candler,-9999,-9999,0,27.65246532,0.000927852,2.561685079,0.557275542,0.224678834,0.578426826,0.01,77.79515324,0.125,1.794431417,0.107075257,-9999,-9999,0.000305712,0.371517028
C13045,Georgia,GA,Carroll,-9999,-9999,0,40.31399866,0.0004888,5.780217944,0,0.055410798,0.729145993,0.01,66.81468909,0.958333333,1.680938119,0.346154482,-9999,-9999,0.000401467,0.805002207
C13047,Georgia,GA,Catoosa,-9999,-9999,0.123839009,26.78524006,0.001699598,4.664808327,0,0.020002282,0.631249695,0.01,75.59113117,0.541666667,3.86175532,0.109225132,-9999,-9999,2.38E-05,1.547987616
C13049,Georgia,GA,Charlton,-9999,0.012,0.062193981,26.78775268,0.000418127,2.156338694,0.185861558,0.26537922,0.092869091,0.01,120.5093901,0.375,1.108568055,0.360865487,-9999,-9999,0.00273577,0.309825283
C13051,Georgia,GA,Chatham,-9999,3.672428408,0,16.88585069,0.001461936,2.088828632,1.17392759,0.39092803,0.548933644,0.011357612,114.0627902,1.5,1.316189065,0.129378367,-9999,-9999,0.002079557,0.340338095
C13053,Georgia,GA,Chattahoochee,-9999,-9999,0,52.11050099,0.000234438,2.901780842,0.247678019,0.081993608,0.373730641,0.01,68.86316979,0.25,0.99883274,0.164096503,-9999,-9999,0.000114767,0.247678019
C13055,Georgia,GA,Chattooga,-9999,-9999,0.123839009,32.08464309,0.001286147,5.248403662,0,0.023799244,0.570925867,0.01,68.74936369,0.791666667,3.508030389,0.245952326,-9999,-9999,4.58E-05,1.300309598
C13057,Georgia,GA,Cherokee,-9999,-9999,0.123839009,39.34350483,0.000754662,6.190805565,0,0.029187274,0.848547781,0.011613432,71.57421852,0.958333333,1.521713061,0.254684696,-9999,-9999,7.17E-05,1.30051992
C13059,Georgia,GA,Clarke,-9999,-9999,0,46.99971102,0.000583567,5.087187289,0.123839009,0.04675355,1.265634306,0.01,71.51951225,0.416666667,1.726766707,0.0740501,-9999,-9999,1.37E-05,0.866873065
C13061,Georgia,GA,Clay,-9999,-9999,0,48.36363636,0.000244877,1.604779561,0.123839009,0.181955231,0.224958383,0.01,83.77455168,0.041666667,1.524583129,0.15733988,-9999,-9999,7.04E-05,0.247678019
C13063,Georgia,GA,Clayton,-9999,-9999,0,43.74016586,0.000426738,5.929011321,0,0.049451631,1.244322807,0.01,85.85113682,0.5,1.369201285,0.091691404,-9999,-9999,1.08E-05,0.619572892
C13065,Georgia,GA,Clinch,-9999,-9999,0.061919505,26.81799228,0.000435556,1.82854605,0.309597523,0.275832806,0.01489,0.01,99.88870654,0.125,1.098032211,0.377466765,-9999,-9999,0.001735852,0.309597523
C13067,Georgia,GA,Cobb,-9999,-9999,0,39.22403959,0.000581354,6.139875467,0,0.035769659,1.140702218,0.01,85.5833393,1.416666667,1.456395155,0.212196026,-9999,-9999,2.47E-05,0.991290454
C13069,Georgia,GA,Coffee,-9999,-9999,0.061919505,24.24913911,0.000491568,1.920135622,0.433436533,0.257269932,0.050796144,0.01,79.43073941,0.458333333,1.106761898,0.285422777,-9999,-9999,0.000564064,0.185758514
C13071,Georgia,GA,Colquitt,-9999,-9999,0,30.42335513,0.000344152,1.516566991,0.185758514,0.221506191,0.053366827,0.01,75.90979775,0.375,1.543606873,0.317374444,-9999,-9999,5.40E-05,0.247678019
C13073,Georgia,GA,Columbia,-9999,-9999,0,53.17414607,0.000827882,2.883914817,0.247678019,0.060612003,0.963189071,0.01,74.14476918,1,2.962729156,0.164604835,-9999,-9999,1.85E-05,0.619195046
C13075,Georgia,GA,Cook,-9999,-9999,0,23.30517904,0.000371047,1.69332867,0.123839009,0.253446984,0.01489,0.01,77.2409776,0.208333333,1.401639941,0.119949974,-9999,-9999,0.000150906,0.185758514
C13077,Georgia,GA,Coweta,-9999,-9999,0,47.83948814,0.000460171,5.522040095,0,0.068398035,0.868557043,0.01,77.94138196,1.041666667,1.346775484,0.303526862,-9999,-9999,7.09E-05,0.619277007
C13079,Georgia,GA,Crawford,-9999,-9999,0,52.01908546,0.000361854,3.536833363,0.309597523,0.068626651,0.455153573,0.01,64.57747892,0.458333333,0.970241674,0.200277121,-9999,-9999,2.18E-05,0.371517028
C13081,Georgia,GA,Crisp,-9999,-9999,0,35.04673675,0.000448778,1.995885524,0.743034056,0.181170008,0.22334723,0.01,74.62038771,0.791666667,1.223590602,0.162675667,-9999,-9999,1.08E-05,0.185758514
C13083,Georgia,GA,Dade,-9999,-9999,0.123839009,31.12275306,0.001362222,4.740691119,0,0.016090183,0.670041699,0.01,67.12539963,0.541666667,4.257303745,0.134227984,-9999,-9999,0.000122917,1.547987616
C13085,Georgia,GA,Dawson,-9999,-9999,0.185758514,40.69977368,0.000772064,5.689077893,0,0.018695469,1.098596008,0.01321384,66.53717897,0.541666667,2.189039617,0.120150623,-9999,-9999,0.000237526,2.043343653
C13087,Georgia,GA,Decatur,-9999,-9999,0,33.33711114,0.000256549,1.217417759,0.123839009,0.227968032,0.01489,0.01,82.70221467,0.458333333,1.604186999,0.387476777,-9999,-9999,0.000228287,0.185758514
C13089,Georgia,GA,DeKalb,-9999,-9999,0,33.09767392,0.000502107,5.849685822,0,0.046947888,1.379359361,0.01,82.44991534,1.875,1.328597853,0.168138311,-9999,-9999,1.02E-05,0.991600839
C13091,Georgia,GA,Dodge,-9999,-9999,0,31.81117828,0.000558657,2.312323636,0.80495356,0.157999317,0.218390909,0.01,75.92345,0.416666667,1.081996039,0.272106402,-9999,-9999,1.85E-05,0.185758514
C13093,Georgia,GA,Dooly,-9999,-9999,0,48.2999839,0.000489396,2.274520742,0.743034056,0.135552894,0.307242945,0.01,73.8028457,0.625,1.122774115,0.231006782,-9999,-9999,1.05E-05,0.185758514
C13095,Georgia,GA,Dougherty,-9999,-9999,0,41.34188049,0.000378543,1.493348898,0.185758514,0.193674648,0.134008343,0.01,86.22758006,0.833333333,1.358572446,0.207026127,-9999,-9999,1.78E-05,0.247678019
C13097,Georgia,GA,Douglas,-9999,-9999,0,42.82305149,0.000520206,6.10347689,0,0.043388621,1.07979095,0.010000802,75.17283162,0.75,1.608112789,0.129650473,-9999,-9999,0.000121688,0.805250456
C13099,Georgia,GA,Early,-9999,-9999,0,43.70710788,0.000334897,1.523541038,0.185758514,0.20853988,0.112689533,0.01,86.25837115,0.166666667,1.651389404,0.404407803,-9999,-9999,3.18E-05,0.247678019
C13101,Georgia,GA,Echols,-9999,-9999,0.061919505,23.18320051,0.000371152,1.594340337,0.309597523,0.267800964,0.01489,0.01,96.60353948,0.125,1.035974339,0.184274091,-9999,-9999,0.001138835,0.309597523
C13103,Georgia,GA,Effingham,-9999,0.197000002,0,27.13427214,0.001326482,2.540055865,0.807335924,0.282125037,0.566621062,0.01,97.11397972,0.291666667,1.852603184,0.193715554,-9999,-9999,0.000749906,0.372943169
C13105,Georgia,GA,Elbert,-9999,-9999,0,59.3571751,0.000805692,4.434659899,0.123839009,0.047410934,1.352547628,0.01,57.79854049,0.708333333,2.45038859,0.21651892,-9999,-9999,2.88E-05,1.052631579
C13107,Georgia,GA,Emanuel,-9999,-9999,0,29.56289085,0.000864322,2.5098617,0.80495356,0.186428947,0.714827641,0.01,84.68499573,0.291666667,1.725406009,0.293821429,-9999,-9999,0.000165224,0.247678019
C13109,Georgia,GA,Evans,-9999,-9999,0,26.58808908,0.000938491,2.38955281,0.433577527,0.262907539,0.209284805,0.01,79.85150151,0.25,1.330757116,0.079956832,-9999,-9999,0.000603787,0.371648871
C13111,Georgia,GA,Fannin,-9999,-9999,0.309608081,36.60700341,0.001399159,4.766932511,0,0.02181753,0.660171827,0.01,53.44065938,0.583333333,3.128826312,0.18574341,-9999,-9999,1.64E-05,2.105311806
C13113,Georgia,GA,Fayette,-9999,-9999,0,45.97724772,0.00045671,5.593003241,0,0.068092186,0.940473886,0.01,74.75992234,0.833333333,1.300319307,0.133191131,-9999,-9999,2.20E-05,0.619329068
C13115,Georgia,GA,Floyd,-9999,-9999,0.123839009,31.62356879,0.001201748,5.855391385,0,0.028894088,0.556948661,0.01,72.49262699,1.208333333,2.678502835,0.373176999,-9999,-9999,4.23E-05,1.300309598
C13117,Georgia,GA,Forsyth,-9999,-9999,0,36.26910758,0.000634206,5.968324928,0,0.025105693,0.9745381,0.01,72.84356809,1.083333333,1.516197114,0.132253641,-9999,-9999,0.000130233,1.300649431
C13119,Georgia,GA,Franklin,-9999,-9999,0,48.15552954,0.000732913,5.003152432,0,0.024713104,1.588540378,0.01,51.9138476,0.458333333,1.865084886,0.142523667,-9999,-9999,0.000108788,1.119191743
C13121,Georgia,GA,Fulton,-9999,-9999,0,39.57171743,0.000501857,6.09140273,0,0.03859282,1.201402566,0.01,83.46563903,2.666666667,1.435877695,0.331051577,-9999,-9999,1.81E-05,0.907022243
C13123,Georgia,GA,Gilmer,-9999,-9999,0.309597523,37.98344354,0.0012279,5.774694467,0,0.017730333,0.783275712,0.01,60.55463988,0.958333333,2.552732417,0.240047261,-9999,-9999,1.32E-05,2.105263158
C13125,Georgia,GA,Glascock,-9999,-9999,0,50.90909091,0.000712618,2.483538497,0.309597523,0.079521941,0.805333144,0.01,80.47354263,0.041666667,2.243798515,0.06568968,-9999,-9999,2.63E-05,0.309597523
C13127,Georgia,GA,Glynn,-9999,3.647,0.032596271,20.38492209,0.000834721,1.971727039,0.416550962,0.376939853,0.333227081,0.011167842,112.7380883,0.375,0.958642408,0.137234762,-9999,-9999,0.003405025,0.29698571
C13129,Georgia,GA,Gordon,-9999,-9999,0.123839009,32.25699925,0.001322916,5.659323503,0,0.024148311,0.642140505,0.01,69.86240968,1.25,3.107923385,0.230684341,-9999,-9999,1.43E-05,1.547987616
C13131,Georgia,GA,Grady,-9999,-9999,0,34.16222657,0.000259332,1.24046253,0.123839009,0.227677223,0.01489,0.01,74.49684723,0.291666667,1.576755782,0.28584294,-9999,-9999,0.000196398,0.123839009
C13133,Georgia,GA,Greene,-9999,-9999,0,60.49712741,0.000642818,3.756464974,0.185758514,0.059433928,1.050381182,0.01,70.5385792,0.25,1.774947647,0.213635667,-9999,-9999,1.46E-05,0.495356037
C13135,Georgia,GA,Gwinnett,-9999,-9999,0,37.85391872,0.000549466,5.81269534,0,0.032586793,1.143023756,0.01,82.7811901,1.291666667,1.435687649,0.255011474,-9999,-9999,1.24E-05,0.991099189
C13137,Georgia,GA,Habersham,-9999,-9999,0,43.25935867,0.00078253,4.998539578,0,0.02094063,1.586489152,0.01,57.56232345,1.166666667,1.950157696,0.151234084,-9999,-9999,0.000248723,1.73548128
C13139,Georgia,GA,Hall,-9999,-9999,0,40.56555512,0.000615627,5.598727232,0,0.020577239,1.371521746,0.01,67.29569436,0.625,1.685011221,0.228393193,-9999,-9999,0.000174121,1.547987616
C13141,Georgia,GA,Hancock,-9999,-9999,0,60.95777707,0.000623486,2.998905868,0.309597523,0.05204558,0.736453887,0.01,87.7363104,0.125,1.725487261,0.221649351,-9999,-9999,1.63E-05,0.371517028
C13143,Georgia,GA,Haralson,-9999,-9999,0,34.68342348,0.00060006,5.990286781,0,0.045897344,0.619488366,0.01,66.59436878,0.541666667,1.959490384,0.192855127,-9999,-9999,0.000380359,0.92879257
C13145,Georgia,GA,Harris,-9999,-9999,0,49.78627933,0.000310893,3.693019915,0.061919505,0.082817346,0.495263089,0.01,63.15755188,0.416666667,1.052664281,0.319864149,-9999,-9999,5.50E-05,0.433436533
C13147,Georgia,GA,Hart,-9999,-9999,0,47.16936692,0.000938367,4.81412371,0,0.050225514,1.636780678,0.01,52.36051253,0.541666667,2.239928922,0.137360842,-9999,-9999,5.26E-05,1.18124541
C13149,Georgia,GA,Heard,-9999,-9999,0,47.43960982,0.00040001,5.436385062,0,0.064423288,0.773222066,0.01,70.11483255,0.375,1.474372731,0.213011198,-9999,-9999,0.000278817,0.681114551
C13151,Georgia,GA,Henry,-9999,-9999,0,47.37033022,0.000460144,5.346504975,0.061919505,0.06374998,1.143762044,0.01,74.50567637,0.333333333,1.204543471,0.192696851,-9999,-9999,1.66E-05,0.557275542
C13153,Georgia,GA,Houston,-9999,-9999,0,44.63351404,0.000499938,2.515671289,0.371517028,0.109870766,0.363907321,0.01,70.75596339,0.625,1.025513223,0.212671583,-9999,-9999,1.05E-05,0.309597523
C13155,Georgia,GA,Irwin,-9999,-9999,0,27.78310573,0.000423581,1.931588155,0.123839009,0.232044515,0.094658219,0.01,71.37751088,0.25,1.282084682,0.197732533,-9999,-9999,8.06E-05,0.309597523
C13157,Georgia,GA,Jackson,-9999,-9999,0,44.65123417,0.000577457,5.289516624,0.061919505,0.040745268,1.204402797,0.022165674,64.25261328,0.5,1.672363914,0.206509751,-9999,-9999,7.75E-05,1.300309598
C13159,Georgia,GA,Jasper,-9999,-9999,0,60.23809691,0.000502619,4.165798823,0.185758514,0.057848257,0.788444473,0.01,72.79322431,0.166666667,1.172109225,0.211543885,-9999,-9999,1.19E-05,0.495356037
C13161,Georgia,GA,Jeff Davis,-9999,-9999,0.061919505,24.66016812,0.000589232,2.097583016,0.433436533,0.233541276,0.090008915,0.01,77.8716898,0.208333333,1.080884809,0.160104232,-9999,-9999,0.000350868,0.185758514
C13163,Georgia,GA,Jefferson,-9999,-9999,0,47.84991436,0.000860391,2.458639678,0.309597523,0.086351644,0.802983827,0.01,90.09116106,0.083333333,2.196558523,0.238364883,-9999,-9999,3.58E-05,0.309597523
C13165,Georgia,GA,Jenkins,-9999,-9999,0,33.95820476,0.000978478,2.675114701,0.619195046,0.176457336,0.925354562,0.01,79.53336984,0.166666667,2.458175638,0.163344947,-9999,-9999,0.000161051,0.309597523
C13167,Georgia,GA,Johnson,-9999,-9999,0,42.45013807,0.000874816,2.41168529,0.80495356,0.148244496,0.689752236,0.01,90.07012979,0.333333333,1.443371266,0.130229683,-9999,-9999,3.61E-05,0.247678019
C13169,Georgia,GA,Jones,-9999,-9999,0,52.43207612,0.000466849,3.587740511,0.309597523,0.067564717,0.626576788,0.01,76.76491823,0.416666667,1.044440964,0.218067835,-9999,-9999,1.28E-05,0.371517028
C13171,Georgia,GA,Lamar,-9999,-9999,0,57.2869076,0.000455209,4.673189377,0.061919505,0.068243804,0.824584562,0.01,65.58775458,0.291666667,1.104838308,0.110669902,-9999,-9999,4.81E-05,0.495356037
C13173,Georgia,GA,Lanier,-9999,-9999,0,19.28351314,0.000372412,1.659555735,0.061919505,0.271006359,0.01489,0.01,86.52520533,0.01,1.200948834,0.095629533,-9999,-9999,0.000585045,0.185758514
C13175,Georgia,GA,Laurens,-9999,-9999,0,38.20611022,0.000696456,2.387749376,0.80495356,0.135180706,0.359376912,0.01,79.48232879,0.541666667,1.1400236,0.371976378,-9999,-9999,2.18E-05,0.247678019
C13177,Georgia,GA,Lee,-9999,-9999,0,42.48705458,0.000434032,1.915404961,0.185758514,0.154160887,0.199531901,0.01,76.70212807,0.333333333,1.252118132,0.228804295,-9999,-9999,1.43E-05,0.247678019
C13179,Georgia,GA,Liberty,-9999,3.647,0,21.02846851,0.001038583,2.208355709,0.535985265,0.31687064,0.368002226,0.010392113,101.9963926,0.375,1.199091283,0.183016738,-9999,-9999,0.001907048,0.366920241
C13181,Georgia,GA,Lincoln,-9999,-9999,0,62.2649765,0.001410204,3.648475469,0.123839009,0.061016993,1.071194976,0.01,68.95737611,0.041666667,3.430752993,0.134444102,-9999,-9999,1.43E-05,0.743034056
C13183,Georgia,GA,Long,-9999,0.012,0,22.54527935,0.00085674,2.255496915,0.495964764,0.29484075,0.329831952,0.01,97.93736987,0.166666667,1.125729407,0.14210145,-9999,-9999,0.001334072,0.371866598
C13185,Georgia,GA,Lowndes,-9999,-9999,0,16.47395784,0.000327701,1.576824292,0.061919505,0.247287333,0.01489,0.01,84.20968917,0.583333333,1.389629231,0.255554517,-9999,-9999,0.000461563,0.185758514
C13187,Georgia,GA,Lumpkin,-9999,-9999,0.309597523,41.77132651,0.000796809,5.361447715,0,0.017532582,1.632987964,0.01,61.83462302,0.416666667,1.943143506,0.160288227,-9999,-9999,0.000296109,2.167182663
C13189,Georgia,GA,McDuffie,-9999,-9999,0,54.66156034,0.000831702,2.851795502,0.247678019,0.052597744,0.938058368,0.01,73.26616177,0.125,2.796248022,0.137447428,-9999,-9999,3.74E-05,0.619195046
C13191,Georgia,GA,McIntosh,-9999,3.647,8.05E-07,18.90738348,0.000951979,2.091325287,0.605132229,0.38643595,0.403341764,0.011005342,110.5133646,0.208333333,1.065248431,0.122324587,-9999,-9999,0.004851873,0.257872737
C13193,Georgia,GA,Macon,-9999,-9999,0,49.38802221,0.000433901,2.627209106,0.309597523,0.097324432,0.392299234,0.01,67.03807392,0.208333333,1.082516039,0.246957465,-9999,-9999,1.28E-05,0.247678019
C13195,Georgia,GA,Madison,-9999,-9999,0,51.99468895,0.000632438,4.96049549,0.123839009,0.046655328,1.278054677,0.01,57.7021564,0.25,1.862265795,0.175568975,-9999,-9999,4.03E-05,1.114551084
C13197,Georgia,GA,Marion,-9999,-9999,0,53.1904441,0.000219081,2.802104641,0.247678019,0.0863439,0.373271785,0.01,69.94590613,0.208333333,1.029991494,0.24060546,-9999,-9999,5.35E-05,0.247678019
C13199,Georgia,GA,Meriwether,-9999,-9999,0,53.76926536,0.00038633,4.615079646,0,0.070130326,0.642774275,0.01,58.50649283,0.291666667,1.133844392,0.339376816,-9999,-9999,3.83E-05,0.557275542
C13201,Georgia,GA,Miller,-9999,-9999,0,37.21021136,0.000334305,1.419678755,0.185758514,0.225299069,0.01489,0.01,84.88681564,0.25,1.752000229,0.214051958,-9999,-9999,2.86E-05,0.247678019
C13205,Georgia,GA,Mitchell,-9999,-9999,0,38.93173149,0.000315362,1.414734,0.185758514,0.210804454,0.054296781,0.01,82.47530652,0.291666667,1.585083149,0.325262056,-9999,-9999,2.50E-05,0.247678019
C13207,Georgia,GA,Monroe,-9999,-9999,0,54.62729523,0.000434681,4.222311207,0.123839009,0.068642527,0.700178147,0.01,68.69355441,0.333333333,1.056738045,0.235192695,-9999,-9999,2.53E-05,0.495356037
C13209,Georgia,GA,Montgomery,-9999,-9999,0,24.447848,0.000546704,2.36438875,0.80495356,0.187501335,0.221950975,0.01,84.71724486,0.291666667,1.124719172,0.120836424,-9999,-9999,0.000246992,0.185758514
C13211,Georgia,GA,Morgan,-9999,-9999,0,58.59677015,0.000536173,4.587751748,0.185758514,0.040909357,0.938058368,0.01,69.65616315,0.333333333,1.455682901,0.212875631,-9999,-9999,1.63E-05,0.557275542
C13213,Georgia,GA,Murray,-9999,-9999,0.309597523,31.11115156,0.001751418,5.136832642,0,0.023197615,0.627472231,0.01,67.96124993,0.833333333,3.419243651,0.217560047,-9999,-9999,1.93E-05,2.0433527
